Product Name,Product Category,Number of Items Sold,Weekly Sales,Holiday,Temperature,Fuel Price,Day,Month,Year
Nintendo Switch,Gaming Console,1,36385,TRUE,29,96,27,9,2022
Alienware Area-51m,Laptop,24,1899312,TRUE,36,98,28,9,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,28,111,28,9,2022
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,32,106,28,9,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,32,104,28,9,2022
Panasonic JZ2000,TV,45,1939950,TRUE,34,103,28,9,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,26,103,28,9,2022
Panasonic JZ2000,TV,45,1939950,FALSE,27,95,28,9,2022
TCL 6-Series,TV,9,144981,TRUE,31,104,28,9,2022
Lexmark MC3326adwe,Printer,20,1315120,FALSE,28,104,28,9,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,22,86,28,9,2022
iPad Pro,Tablet,10,829050,FALSE,31,115,28,9,2022
Panasonic JZ2000,TV,45,1939950,TRUE,36,100,28,9,2022
Nikon D850,Camera,38,567682,TRUE,29,98,28,9,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,34,100,28,9,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,22,109,28,9,2022
Xbox Series S,Gaming Console,27,664713,FALSE,32,111,28,9,2022
Google Pixel 6,Smartphone,2,169328,FALSE,27,85,28,9,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,TRUE,33,110,28,9,2022
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,38,89,28,9,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,33,102,28,9,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,29,102,28,9,2022
Google Pixel 6,Smartphone,2,169328,TRUE,25,91,28,9,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,23,98,28,9,2022
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,30,99,28,9,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,31,99,29,9,2022
Huawei MatePad Pro,Tablet,25,1183150,TRUE,31,98,29,9,2022
Samsung Galaxy Buds Pro,Wireless Earbuds,11,938179,TRUE,27,102,29,9,2022
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,29,112,29,9,2022
Sennheiser Momentum True Wireless 2,Wireless Earbuds,15,1016880,FALSE,28,106,29,9,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,26,96,29,9,2022
Garmin Venu Sq,Fitness Tracker,19,536864,FALSE,31,111,29,9,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,32,103,29,9,2022
JBL Quantum 800,Headphones,28,1653932,TRUE,28,105,29,9,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,TRUE,36,104,29,9,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,32,111,29,9,2022
HP Spectre x360,Laptop,16,476272,TRUE,28,94,29,9,2022
PlayStation 5,Gaming Console,2,191290,TRUE,20,88,29,9,2022
Epson EF-100,Projector,35,3025015,FALSE,25,98,29,9,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,32,105,29,9,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,22,97,29,9,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,28,102,29,9,2022
Microsoft Surface Pro 7,Tablet,41,532385,FALSE,31,92,29,9,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,32,92,29,9,2022
Maxoak Bluetti AC200P Power Station,Portable Charger,28,1922844,FALSE,28,105,29,9,2022
Nintendo Switch OLED,Gaming Console,19,1671981,FALSE,32,108,29,9,2022
Canon EOS R6,Camera,29,2220617,TRUE,27,109,29,9,2022
Nest Learning Thermostat,Smart Home Device,29,1831611,FALSE,34,98,29,9,2022
PlayStation 4,Gaming Console,17,998818,TRUE,27,113,29,9,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,31,102,29,9,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,31,103,29,9,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,24,90,29,9,2022
Nintendo Switch OLED,Gaming Console,19,1671981,FALSE,23,103,29,9,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,23,99,29,9,2022
Roomba i7+,Home Appliance,31,1248277,TRUE,38,110,29,9,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,38,91,29,9,2022
Lenovo Legion 5i,Gaming Laptop,48,3099936,FALSE,28,111,30,9,2022
Suunto 7,Smartwatch,13,830349,TRUE,25,91,30,9,2022
Nintendo Switch OLED,Gaming Console,19,1671981,TRUE,33,106,30,9,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,26,103,30,9,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,29,104,30,9,2022
Sennheiser Momentum True Wireless 2,Wireless Earbuds,15,1016880,TRUE,25,106,30,9,2022
Panasonic Lumix GH5,Camera,2,110918,TRUE,30,106,30,9,2022
Xbox One,Gaming Console,11,130317,TRUE,36,98,30,9,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,33,101,30,9,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,23,107,30,9,2022
Suunto 7,Smartwatch,13,830349,TRUE,24,90,30,9,2022
Sony WH-1000XM4,Headphones,33,1970133,TRUE,26,86,30,9,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,28,88,30,9,2022
Leica Q2,Camera,17,1173850,TRUE,34,97,30,9,2022
Epson EF-100,Projector,35,3025015,TRUE,22,91,30,9,2022
Epson Home Cinema 5050UB,Projector,20,654440,TRUE,33,103,30,9,2022
Dell XPS 13,Laptop,11,213059,TRUE,23,89,30,9,2022
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,21,104,30,9,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,39,109,30,9,2022
Sony X90J,TV,44,1881968,TRUE,37,93,30,9,2022
Sennheiser HD 660 S,Headphones,11,440000,FALSE,36,96,30,9,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,36,102,30,9,2022
Lenovo ThinkPad X1 Carbon,Laptop,33,1429329,TRUE,27,93,30,9,2022
iPad Pro,Tablet,10,829050,TRUE,38,107,30,9,2022
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,29,107,30,9,2022
Epson EF-100,Projector,35,3025015,TRUE,27,91,30,9,2022
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,35,109,30,9,2022
Anker Soundcore Liberty Air 2 Pro,Earphones,12,614112,TRUE,29,89,30,9,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,FALSE,36,95,30,9,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,27,88,30,9,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,FALSE,23,93,30,9,2022
Sony Alpha A7 III,Camera,31,1580318,TRUE,27,94,30,9,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,31,98,30,9,2022
Optoma UHD50X,Projector,18,656514,TRUE,29,104,1,10,2022
LG Nano90,TV,32,1877472,TRUE,20,102,1,10,2022
Acer Swift 5,Laptop,32,1574848,FALSE,29,108,1,10,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,29,102,1,10,2022
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,33,113,1,10,2022
LG 27UK850-W,Monitor,43,1841991,FALSE,28,105,1,10,2022
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,34,101,1,10,2022
Nintendo Switch,Gaming Console,1,36385,TRUE,32,97,1,10,2022
Marshall Kilburn II,Bluetooth Speaker,25,1978425,TRUE,25,109,1,10,2022
LG G Pad 5,Tablet,7,131257,TRUE,34,105,1,10,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,30,111,1,10,2022
Instant Pot Duo Evo Plus,Home Appliance,38,3755046,TRUE,38,93,1,10,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,22,96,1,10,2022
iPhone 13 Pro,Smartphone,24,998592,TRUE,36,95,1,10,2022
LG 27UK850-W,Monitor,43,1841991,TRUE,27,103,1,10,2022
Sony A80J OLED,TV,35,3003525,TRUE,31,98,1,10,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,32,101,1,10,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,29,106,1,10,2022
LG Nano90,TV,32,1877472,TRUE,24,104,1,10,2022
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,26,96,1,10,2022
Fitbit Sense,Smartwatch,49,1548841,TRUE,35,99,1,10,2022
HP OfficeJet Pro 9015,Printer,8,791584,TRUE,23,89,1,10,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,26,103,1,10,2022
Bose QuietComfort 35 II,Headphones,30,2812410,TRUE,37,103,1,10,2022
Roomba i7+,Home Appliance,31,1248277,FALSE,37,109,1,10,2022
TCL 6-Series,TV,9,144981,TRUE,23,107,2,10,2022
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,FALSE,29,96,2,10,2022
MacBook Pro,Laptop,7,555688,TRUE,28,105,2,10,2022
AirPods Pro,Earphones,24,561192,FALSE,35,105,2,10,2022
HP VH240a,Monitor,18,1094850,TRUE,33,92,2,10,2022
iPad Pro,Tablet,10,829050,TRUE,34,106,2,10,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,35,106,2,10,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,27,87,2,10,2022
Ricoh SP C261DNw,Printer,25,2041750,FALSE,34,95,2,10,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,25,95,2,10,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,FALSE,29,96,2,10,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,36,97,2,10,2022
Jabra Elite 85t,Wireless Earbuds,2,146654,TRUE,29,108,2,10,2022
Epson EcoTank ET-4760,Printer,48,3624048,TRUE,30,114,2,10,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,TRUE,34,107,2,10,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,31,99,2,10,2022
Pentax K-1 Mark II,Camera,34,672894,TRUE,28,103,2,10,2022
BenQ PD2700U,Monitor,35,2416820,FALSE,31,97,2,10,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,35,106,2,10,2022
Huawei P50 Pro,Smartphone,19,938106,TRUE,25,102,3,10,2022
Anker Soundcore Motion+,Bluetooth Speaker,34,3285964,TRUE,28,114,3,10,2022
Acer R240HY,Monitor,49,3764376,TRUE,30,110,3,10,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,28,90,3,10,2022
Roomba i7+,Home Appliance,31,1248277,TRUE,34,101,3,10,2022
Huawei Band 6,Fitness Tracker,32,781120,TRUE,30,91,3,10,2022
Xiaomi Mi Pad 5,Tablet,32,3066816,TRUE,29,110,3,10,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,TRUE,32,106,3,10,2022
Sennheiser HD 660 S,Headphones,11,440000,FALSE,33,97,3,10,2022
Samsung Galaxy Tab S7+,Tablet,8,412648,TRUE,34,97,3,10,2022
Acer Swift 5,Laptop,32,1574848,FALSE,28,112,3,10,2022
Leica Q2,Camera,17,1173850,TRUE,33,97,3,10,2022
Polar Ignite 2,Fitness Tracker,10,292960,TRUE,32,100,3,10,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,FALSE,32,99,3,10,2022
Samsung Galaxy Watch 4,Smartwatch,23,2101947,TRUE,36,99,3,10,2022
Amazon Fire HD 10,Tablet,42,577038,TRUE,36,105,3,10,2022
Nikon Z6 II,Camera,49,2957591,TRUE,33,101,3,10,2022
Epson EF-100,Projector,35,3025015,TRUE,23,101,3,10,2022
ViewSonic PX747-4K,Projector,2,117914,FALSE,25,110,3,10,2022
Google Nest Learning Thermostat,Home Appliance,12,267012,TRUE,30,96,3,10,2022
Gigabyte Aorus 15G,Gaming Laptop,13,745641,TRUE,35,109,3,10,2022
Garmin Venu Sq,Fitness Tracker,19,536864,FALSE,30,104,3,10,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,25,97,3,10,2022
Bose QuietComfort 35 II,Headphones,30,2812410,TRUE,35,103,3,10,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,36,105,3,10,2022
Roomba i7+,Home Appliance,31,1248277,TRUE,31,108,3,10,2022
BenQ HT3550,Projector,13,814008,FALSE,25,101,3,10,2022
Acer Swift 5,Laptop,32,1574848,TRUE,33,105,4,10,2022
LG Nano90,TV,32,1877472,TRUE,20,100,4,10,2022
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,31,109,4,10,2022
Anker PowerCore 10000,Portable Charger,14,783972,TRUE,34,99,4,10,2022
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,23,100,4,10,2022
Acer Predator Helios 300,Gaming Laptop,17,796620,TRUE,34,108,4,10,2022
HP Spectre x360,Laptop,16,476272,TRUE,27,98,4,10,2022
Mobvoi TicWatch E3,Smartwatch,6,341400,TRUE,31,93,4,10,2022
Sony WH-1000XM5,Earphones,21,685776,TRUE,25,98,4,10,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,30,93,4,10,2022
LG Nano90,TV,32,1877472,TRUE,21,97,4,10,2022
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,FALSE,31,104,4,10,2022
Leica Q2,Camera,17,1173850,TRUE,35,93,4,10,2022
Samsung Family Hub Refrigerator,Home Appliance,5,268670,TRUE,28,99,4,10,2022
Fossil Gen 5E,Fitness Tracker,37,2937985,TRUE,28,107,4,10,2022
TicWatch Pro 3,Smartwatch,37,2262217,TRUE,31,113,4,10,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,26,87,4,10,2022
LG C1 OLED,TV,11,310222,TRUE,29,104,4,10,2022
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,29,107,4,10,2022
Sony WH-1000XM5,Earphones,21,685776,TRUE,25,108,4,10,2022
Sony A80J OLED,TV,35,3003525,TRUE,27,96,4,10,2022
LG G Pad 5,Tablet,7,131257,TRUE,32,106,4,10,2022
Ring Video Doorbell Pro,Home Appliance,34,1872040,TRUE,39,101,4,10,2022
Lenovo Tab P11 Pro,Tablet,1,49425,TRUE,31,103,4,10,2022
Lenovo Legion 5i,Gaming Laptop,48,3099936,FALSE,34,107,4,10,2022
Lenovo Tab P11 Pro,Tablet,1,49425,FALSE,32,109,4,10,2022
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,31,105,4,10,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,22,99,4,10,2022
JBL Free X,Earphones,35,1369375,TRUE,32,94,5,10,2022
Nespresso VertuoPlus,Home Appliance,47,3562459,TRUE,26,99,5,10,2022
Roomba i7+,Home Appliance,31,1248277,FALSE,30,111,5,10,2022
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,27,95,5,10,2022
Acer Swift 5,Laptop,32,1574848,TRUE,32,107,5,10,2022
UE Wonderboom 2,Bluetooth Speaker,26,1990352,TRUE,33,107,5,10,2022
Google Pixel 6,Smartphone,2,169328,FALSE,28,89,5,10,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,29,100,5,10,2022
Huawei Watch GT 2 Pro,Smartwatch,14,560630,TRUE,23,99,5,10,2022
Sony WF-1000XM4,Wireless Earbuds,38,3778340,TRUE,37,110,5,10,2022
HP Omen 15,Gaming Laptop,50,4042100,FALSE,31,105,5,10,2022
AUKEY USB C Power Bank 20000mAh,Portable Charger,25,933500,TRUE,31,107,5,10,2022
Asus ROG Zephyrus G14,Laptop,23,1998723,TRUE,28,98,5,10,2022
Shure SRH440,Headphones,23,775974,TRUE,31,98,5,10,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,20,92,5,10,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,29,95,5,10,2022
August Wi-Fi Smart Lock,Smart Home Device,44,1673144,TRUE,21,99,5,10,2022
Philips Sonicare DiamondClean,Home Appliance,36,2394288,TRUE,21,93,5,10,2022
Fossil Gen 5,Smartwatch,43,2187625,TRUE,30,105,5,10,2022
Lenovo Legion 5i,Gaming Laptop,48,3099936,FALSE,34,103,5,10,2022
Nikon Z6 II,Camera,49,2957591,TRUE,39,105,5,10,2022
Dell G5 15 SE,Gaming Laptop,6,521226,TRUE,39,112,5,10,2022
Dell G5 15 SE,Gaming Laptop,6,521226,FALSE,29,106,5,10,2022
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,27,103,5,10,2022
LG Smart Washing Machine,Home Appliance,35,2509185,FALSE,25,93,5,10,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,36,109,5,10,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,29,109,5,10,2022
Google Nest Hub (2nd generation),Smart Home Device,8,116816,TRUE,24,106,5,10,2022
Vizio P-Series Quantum,TV,44,3508868,TRUE,29,112,5,10,2022
LG G Pad 5,Tablet,7,131257,TRUE,35,104,5,10,2022
Epson EF-100,Projector,35,3025015,FALSE,27,101,5,10,2022
PlayStation 5,Gaming Console,2,191290,TRUE,20,95,5,10,2022
Hisense U8G,TV,41,479741,FALSE,39,101,5,10,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,FALSE,26,93,5,10,2022
Samsung Galaxy Tab S7+,Tablet,8,412648,TRUE,27,99,5,10,2022
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,30,97,5,10,2022
Polar Ignite 2,Fitness Tracker,10,292960,TRUE,33,98,6,10,2022
Nintendo Switch Lite,Gaming Console,40,3449520,TRUE,36,92,6,10,2022
JBL Free X,Wireless Earbuds,41,2129704,TRUE,39,101,6,10,2022
ASUS TUF Gaming A15,Gaming Laptop,29,1866904,FALSE,32,105,6,10,2022
Canon EOS R6,Camera,29,2220617,TRUE,32,109,6,10,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,37,97,6,10,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,34,86,6,10,2022
Motorola Edge+,Smartphone,33,934890,TRUE,26,108,6,10,2022
LG Velvet 2 Pro,Smartphone,22,1998788,TRUE,24,109,6,10,2022
Anker Nebula Capsule II,Projector,19,1796716,TRUE,28,102,6,10,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,31,100,6,10,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,TRUE,26,105,6,10,2022
Skullcandy Indy Fuel,Earphones,48,2680320,FALSE,36,108,6,10,2022
Bose QuietComfort Earbuds,Earphones,31,1963819,TRUE,30,96,6,10,2022
Razer Blade 15,Gaming Laptop,16,1185312,TRUE,23,91,6,10,2022
Xbox One,Gaming Console,11,130317,TRUE,39,95,6,10,2022
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,26,107,6,10,2022
Dell XPS 13,Laptop,11,213059,TRUE,24,92,6,10,2022
Apple Watch SE,Fitness Tracker,11,777964,TRUE,29,98,6,10,2022
Harman Kardon Onyx Studio 6,Bluetooth Speaker,49,1492932,TRUE,24,92,6,10,2022
BoAt Rockerz 330,Bluetooth Speaker,33,2594229,TRUE,20,102,6,10,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,29,90,6,10,2022
Ring Video Doorbell Pro,Home Appliance,34,1872040,TRUE,33,101,6,10,2022
Lexmark MC3326adwe,Printer,20,1315120,TRUE,34,101,6,10,2022
BenQ PD2700U,Monitor,35,2416820,TRUE,35,99,6,10,2022
Microsoft Surface Laptop 4,Laptop,12,264960,TRUE,33,98,6,10,2022
Dyson V11,Home Appliance,31,830025,TRUE,24,107,6,10,2022
Xbox Series X,Gaming Console,20,858360,TRUE,30,93,7,10,2022
iPad Pro,Tablet,10,829050,FALSE,32,115,7,10,2022
Skullcandy Indy Fuel,Earphones,48,2680320,FALSE,32,106,7,10,2022
Samsung Xpress M2020W,Printer,32,2362624,FALSE,23,103,7,10,2022
Leica Q2,Camera,17,1173850,TRUE,26,99,7,10,2022
Samsung QN90A Neo QLED,TV,31,2803826,TRUE,34,104,7,10,2022
MSI Optix MAG271CQR,Monitor,34,1856876,TRUE,28,98,7,10,2022
HP Spectre x360,Laptop,16,476272,TRUE,30,101,7,10,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,39,95,7,10,2022
Ring Video Doorbell Pro,Home Appliance,34,1872040,FALSE,37,104,7,10,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,26,104,7,10,2022
Asus ROG Zephyrus G14,Gaming Laptop,23,1923145,TRUE,29,102,7,10,2022
MSI GE66 Raider,Gaming Laptop,26,677144,TRUE,33,92,7,10,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,TRUE,26,102,7,10,2022
Sennheiser Momentum True Wireless 2,Wireless Earbuds,15,1016880,FALSE,26,112,7,10,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,TRUE,31,111,7,10,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,30,101,7,10,2022
Epson WorkForce Pro WF-4740,Printer,49,1837892,TRUE,27,101,7,10,2022
XGIMI Halo,Projector,5,133525,TRUE,28,108,7,10,2022
Audio-Technica ATH-M50x,Headphones,9,781515,TRUE,35,99,7,10,2022
Philips Hue White and Color Ambiance,Smart Home Device,38,3631850,TRUE,23,96,7,10,2022
Xerox Phaser 6510/DNI,Printer,44,958672,TRUE,32,104,8,10,2022
Apple Watch Series 7,Smartwatch,16,180688,TRUE,25,92,8,10,2022
XGIMI Halo,Projector,5,133525,TRUE,30,111,8,10,2022
Amazon Echo Studio,Bluetooth Speaker,20,1393680,TRUE,30,89,8,10,2022
iPad Pro,Tablet,10,829050,FALSE,39,106,8,10,2022
Nikon D850,Camera,38,567682,FALSE,26,94,8,10,2022
KitchenAid Artisan Stand Mixer,Home Appliance,22,1269686,TRUE,26,110,8,10,2022
Nikon D850,Camera,38,567682,TRUE,29,96,8,10,2022
Boat Airdopes 131,Earphones,29,1472678,TRUE,23,103,8,10,2022
Optoma UHD50X,Projector,18,656514,FALSE,34,111,8,10,2022
Bose QuietComfort 35 II,Headphones,30,2812410,TRUE,30,110,8,10,2022
OnePlus 9 Pro,Smartphone,28,1586032,TRUE,22,85,8,10,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,FALSE,30,87,8,10,2022
Nintendo Switch Lite,Gaming Console,40,3449520,TRUE,30,97,8,10,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,35,93,8,10,2022
Epson EF-100,Projector,35,3025015,FALSE,20,97,8,10,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,29,97,8,10,2022
Alienware m15 R4,Gaming Laptop,6,506652,TRUE,24,98,8,10,2022
Philips OLED806,TV,37,1814517,TRUE,27,96,8,10,2022
Google Pixel 6,Smartphone,2,169328,TRUE,28,92,8,10,2022
Beyerdynamic DT 990 Pro,Headphones,37,479927,TRUE,26,104,8,10,2022
Ultimate Ears Megaboom 3,Bluetooth Speaker,6,457014,TRUE,32,94,8,10,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,FALSE,29,108,8,10,2022
LG Nano90,TV,32,1877472,TRUE,23,97,8,10,2022
Dell Ultrasharp U2415,Monitor,40,2575640,TRUE,29,102,8,10,2022
Samsung Galaxy Buds Pro,Earphones,45,956430,TRUE,29,107,8,10,2022
Suunto 7,Smartwatch,13,830349,FALSE,23,86,9,10,2022
Olympus OM-D E-M1 Mark III,Camera,42,4134648,TRUE,24,101,9,10,2022
Oppo Find X3 Pro,Smartphone,42,3204180,TRUE,29,102,9,10,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,35,112,9,10,2022
Samsung 10000mAh Portable Battery Pack,Portable Charger,32,719584,TRUE,36,101,9,10,2022
Canon PIXMA TR4520,Printer,39,1400334,TRUE,34,107,9,10,2022
Skullcandy Indy Fuel,Wireless Earbuds,13,901589,TRUE,33,104,9,10,2022
HP OfficeJet Pro 9015,Printer,8,791584,TRUE,25,93,9,10,2022
Sony SRS-XB43,Bluetooth Speaker,9,760050,TRUE,30,105,9,10,2022
Suunto 7,Smartwatch,13,830349,TRUE,20,86,9,10,2022
Suunto 7,Smartwatch,13,830349,TRUE,30,95,9,10,2022
LG 27UK850-W,Monitor,43,1841991,FALSE,32,102,9,10,2022
Jackery Portable Power Station Explorer 240,Portable Charger,2,192604,TRUE,25,105,9,10,2022
TCL 6-Series,TV,9,144981,TRUE,28,110,9,10,2022
Epson EF-100,Projector,35,3025015,TRUE,21,98,9,10,2022
Garmin Fenix 6 Pro,Smartwatch,19,1295515,TRUE,22,87,9,10,2022
Ecobee SmartThermostat,Smart Home Device,4,57888,TRUE,26,103,9,10,2022
TP-Link Kasa Smart Plug,Smart Home Device,36,1867248,TRUE,31,94,9,10,2022
Samsung Xpress M2020W,Printer,32,2362624,TRUE,32,101,9,10,2022
Garmin Forerunner 945,Fitness Tracker,42,3396960,TRUE,23,105,9,10,2022
Samsung Xpress M2020W,Printer,32,2362624,FALSE,26,102,9,10,2022
Leica Q2,Camera,17,1173850,TRUE,31,93,9,10,2022
Energizer PowerKeep Pro Portable Power Station,Portable Charger,15,355995,TRUE,26,106,9,10,2022
Amazon Echo (4th generation),Smart Home Device,16,558000,FALSE,32,106,10,10,2022
Dell XPS 13,Laptop,11,213059,TRUE,25,92,10,10,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,FALSE,34,108,10,10,2022
Bose QuietComfort Earbuds,Wireless Earbuds,20,382540,TRUE,28,109,10,10,2022
Sennheiser Momentum True Wireless 2,Earphones,18,1037124,FALSE,30,108,10,10,2022
LG CineBeam HU80KA,Projector,39,3302637,TRUE,37,89,10,10,2022
Fujifilm X-T4,Camera,33,1423125,TRUE,24,99,10,10,2022
Xbox Series X,Gaming Console,20,858360,TRUE,39,90,10,10,2022
HP Spectre x360,Laptop,16,476272,TRUE,34,93,10,10,2022
Nebula Cosmos Max,Projector,21,1040676,TRUE,27,108,10,10,2022
Philips SHP9500,Headphones,25,2490725,FALSE,30,86,10,10,2022
Apple HomePod mini,Smart Home Device,50,4256300,TRUE,29,89,10,10,2022
LG Nano90,TV,32,1877472,TRUE,30,99,10,10,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,24,110,10,10,2022
Samsung Galaxy Fit 2,Fitness Tracker,33,1832688,TRUE,31,113,10,10,2022
Google Pixel Buds A-Series,Wireless Earbuds,39,3224052,FALSE,24,107,10,10,2022
LG 34GN850-B,Monitor,19,1150469,TRUE,39,111,10,10,2022
Amazfit Bip U Pro,Fitness Tracker,44,1688720,TRUE,25,88,10,10,2022
Google Pixel Slate,Tablet,37,1727937,TRUE,24,96,10,10,2022
Xiaomi Mi Smart Band 6,Fitness Tracker,9,810639,FALSE,30,108,11,10,2022
Sony Xperia 1 III,Smartphone,36,2409876,TRUE,30,92,11,10,2022
Epson Home Cinema 5050UB,Projector,20,654440,FALSE,26,105,11,10,2022
Dell Color Laser Printer C1760NW,Printer,40,3530440,TRUE,31,102,11,10,2022
Canon EOS 90D,Camera,45,566280,TRUE,23,107,11,10,2022
BenQ HT3550,Projector,13,814008,TRUE,23,98,11,10,2022
Asus ZenPad 3S 10,Tablet,18,1214568,TRUE,31,111,11,10,2022
Ring Video Doorbell 3,Smart Home Device,41,1879153,TRUE,28,93,11,10,2022
